Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,YearsAtCompany_Safe,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerCluster,PromotionGapScore,RetentionOpportunityIndex,RetentionPriority,PCA1,PCA2
36,0,Travel_Rarely,188,Research & Development,7,4,Other,2,Male,65,3,1,Research Scientist,4,Single,4678,23293,2,No,18,3,3,0,8,6,3,6,2,0,1,6.0,0.0,0.3333333333333333,1.0,0.16666666666666666,1,Low,-0.08333333333333336,Low Priority,-1.8704667148671712,-0.6129932865618795
38,0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,4,Female,80,3,3,Research Director,1,Married,13582,16292,1,No,13,3,2,1,15,3,3,15,12,5,11,15.0,0.3333333333333333,0.8,0.2,0.7333333333333333,2,High,0.4066666666666666,Medium Priority,3.59496622090495,-0.32055360467588395
32,0,Non-Travel,1184,Research & Development,1,3,Life Sciences,3,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,No,20,4,3,0,5,3,3,3,0,0,2,3.0,0.0,0.0,1.0,0.6666666666666666,1,Low,-0.13333333333333336,Low Priority,-2.2486989517837546,-0.11094998409034952
25,1,Travel_Rarely,867,Sales,19,2,Marketing,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Yes,18,3,3,3,1,2,3,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-3.039032050961715,-1.0565902449672175
40,0,Travel_Rarely,658,Sales,10,4,Marketing,1,Male,67,2,3,Sales Executive,2,Divorced,9705,20652,2,No,12,3,2,1,11,2,2,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-1.96973761105575,-2.4939059115372846
26,0,Travel_Frequently,1283,Sales,1,3,Medical,3,Male,52,2,2,Sales Executive,1,Single,4294,11148,1,No,12,3,2,0,7,2,3,7,7,0,7,7.0,0.0,1.0,0.2857142857142857,1.0,3,High,0.34285714285714286,Medium Priority,0.6426344627212873,1.3203524962859141
41,0,Travel_Rarely,263,Research & Development,6,3,Medical,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Yes,13,3,3,0,20,3,3,18,13,2,17,18.0,0.1111111111111111,0.7222222222222222,0.16666666666666666,0.9444444444444444,3,Medium,0.3222222222222222,Medium Priority,3.04991103003752,1.2630978082637347
36,0,Travel_Rarely,938,Research & Development,2,4,Medical,3,Male,79,3,1,Laboratory Technician,3,Single,2519,12287,4,No,21,4,3,0,16,6,3,11,8,3,9,11.0,0.2727272727272727,0.7272727272727273,0.5454545454545454,0.8181818181818182,3,Medium,0.30000000000000004,Medium Priority,1.052531435184076,1.412629506873831
19,1,Travel_Rarely,419,Sales,21,3,Other,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Yes,13,3,2,0,1,3,4,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-3.0920002774776734,-1.0716447409263339
20,1,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,Male,84,3,1,Laboratory Technician,1,Single,2973,13008,1,No,19,3,2,0,1,2,3,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-3.0016813336549326,-1.1075348376766931
31,0,Travel_Rarely,616,Research & Development,12,3,Medical,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,Yes,11,3,3,2,10,2,1,9,7,8,5,9.0,0.8888888888888888,0.7777777777777778,0.2222222222222222,0.5555555555555556,0,High,0.6000000000000001,High Priority,1.6370090091888265,0.9943271948875898
40,0,Travel_Frequently,1469,Research & Development,9,4,Medical,4,Male,35,3,1,Research Scientist,2,Divorced,3617,25063,8,Yes,14,3,4,1,3,2,3,1,1,0,0,1.0,0.0,1.0,2.0,0.0,1,High,-0.10000000000000003,Low Priority,-2.2438897711244215,0.2700104176089744
32,0,Travel_Rarely,498,Research & Development,3,4,Medical,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,No,12,3,3,1,8,2,4,8,7,6,3,8.0,0.75,0.875,0.25,0.375,0,High,0.5499999999999999,Medium Priority,1.0483801727188793,0.6642543886347476
36,1,Travel_Rarely,530,Sales,3,1,Life Sciences,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,Yes,11,3,1,1,16,6,3,16,7,3,7,16.0,0.1875,0.4375,0.375,0.4375,3,Low,0.17500000000000002,Low Priority,1.71320001575228,-1.2764738390586208
33,0,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,0,No,14,3,1,0,6,3,3,5,0,1,4,5.0,0.2,0.0,0.6,0.8,1,Low,0.040000000000000036,Low Priority,-0.9708274620796992,-0.5555667622348638
37,1,Travel_Rarely,625,Sales,1,4,Life Sciences,1,Male,46,2,3,Sales Executive,3,Married,10609,14922,5,No,11,3,3,0,17,2,1,14,1,11,7,14.0,0.7857142857142857,0.07142857142857142,0.14285714285714285,0.5,2,High,0.3571428571428571,Medium Priority,1.955305398128046,-1.1974726369043225
45,0,Non-Travel,805,Research & Development,4,2,Life Sciences,3,Male,57,3,2,Laboratory Technician,2,Married,4447,23163,1,No,12,3,2,0,9,5,2,9,7,0,8,9.0,0.0,0.7777777777777778,0.5555555555555556,0.8888888888888888,3,High,0.2111111111111111,Low Priority,0.6951533190165853,0.7853043171178442
29,0,Travel_Frequently,1404,Sales,20,3,Technical Degree,3,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,No,15,3,2,1,3,5,3,3,1,0,2,3.0,0.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,1,Low,-0.16666666666666674,Low Priority,-1.9681132829396024,0.3671367177439802
35,0,Travel_Rarely,1219,Sales,18,3,Medical,3,Female,86,3,2,Sales Executive,3,Married,4601,6179,1,No,16,3,2,0,5,3,3,5,2,1,0,5.0,0.2,0.4,0.6,0.0,1,Low,0.08000000000000002,Low Priority,-1.592238538930538,-0.9145374581024515
52,0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,4,Male,70,3,4,Manager,4,Married,17099,13829,2,No,15,3,2,1,26,2,2,9,8,7,8,9.0,0.7777777777777778,0.8888888888888888,0.2222222222222222,0.8888888888888888,2,High,0.6222222222222222,High Priority,3.520395059048966,-0.22016720468394102
58,1,Travel_Rarely,289,Research & Development,2,3,Technical Degree,4,Male,51,3,1,Research Scientist,3,Single,2479,26227,4,No,24,4,1,0,7,4,3,1,0,0,0,1.0,0.0,0.0,4.0,0.0,4,Low,-0.8,Low Priority,-3.1016149928339733,-1.1458313534232345
53,0,Travel_Rarely,1376,Sales,2,2,Medical,3,Male,45,3,4,Manager,3,Divorced,14852,13938,6,No,13,3,3,1,22,3,4,17,13,15,2,17.0,0.8823529411764706,0.7647058823529411,0.17647058823529413,0.11764705882352941,2,High,0.5588235294117646,Medium Priority,4.224744431584527,-1.3875446177580246
30,0,Travel_Rarely,231,Sales,8,2,Other,3,Male,62,3,3,Sales Executive,3,Divorced,7264,9977,5,No,11,3,1,1,10,2,4,8,4,7,7,8.0,0.875,0.5,0.25,0.875,0,High,0.5375,Medium Priority,1.7423456709820073,0.5224164437187856
38,0,Non-Travel,152,Sales,10,3,Technical Degree,3,Female,85,3,2,Sales Executive,4,Single,5666,19899,1,Yes,13,3,2,0,6,1,3,5,3,1,3,5.0,0.2,0.6,0.2,0.6,1,Medium,0.28,Low Priority,-0.5728656630570312,0.18632550530254108
35,0,Travel_Rarely,882,Sales,3,4,Life Sciences,4,Male,92,3,3,Sales Executive,4,Divorced,7823,6812,6,No,13,3,2,1,12,2,3,10,9,0,8,10.0,0.0,0.9,0.2,0.8,3,High,0.31000000000000005,Medium Priority,1.5413431397146504,0.16113871843542985
39,0,Travel_Rarely,903,Sales,2,5,Life Sciences,1,Male,41,4,3,Sales Executive,3,Single,7880,2560,0,No,18,3,4,0,9,3,3,8,7,0,7,8.0,0.0,0.875,0.375,0.875,3,High,0.275,Low Priority,1.0890847583115464,0.22422019766499057
40,1,Non-Travel,1479,Sales,24,3,Life Sciences,2,Female,100,4,4,Sales Executive,2,Single,13194,17071,4,Yes,16,3,4,0,22,2,2,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-1.4455619314905617,-3.1982810643662685
47,0,Travel_Frequently,1379,Research & Development,16,4,Medical,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Yes,19,3,3,0,20,3,4,19,10,2,7,19.0,0.10526315789473684,0.5263157894736842,0.15789473684210525,0.3684210526315789,3,Medium,0.20526315789473681,Low Priority,1.4819917902196358,-0.4868668061296323
36,0,Non-Travel,1229,Sales,8,4,Technical Degree,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,No,13,3,4,2,12,3,3,7,7,0,7,7.0,0.0,1.0,0.42857142857142855,1.0,3,High,0.3142857142857143,Medium Priority,0.6902075224675667,1.2429935994117203
31,1,Non-Travel,335,Research & Development,9,2,Medical,3,Male,46,2,1,Research Scientist,1,Single,2321,10322,0,Yes,22,4,1,0,4,0,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1,Medium,0.39999999999999997,Medium Priority,-1.2943118698635967,1.2182933125316382
33,0,Non-Travel,722,Sales,17,3,Life Sciences,4,Male,38,3,4,Manager,3,Single,17444,20489,1,No,11,3,4,0,10,2,3,10,8,6,0,10.0,0.6,0.8,0.2,0.0,2,High,0.43999999999999995,Medium Priority,1.9063398498677535,-1.9372427620866652
29,1,Travel_Rarely,906,Research & Development,10,3,Life Sciences,4,Female,92,2,1,Research Scientist,1,Single,2404,11479,6,Yes,20,4,3,0,3,5,3,0,0,0,0,0.1,0.0,0.0,50.0,0.0,4,Low,-10.0,Low Priority,-4.715538865307906,-3.024229314205019
33,0,Travel_Rarely,461,Research & Development,13,1,Life Sciences,2,Female,53,3,1,Research Scientist,4,Single,3452,17241,3,No,18,3,1,0,5,4,3,3,2,0,2,3.0,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1,Medium,-1.3877787807814457e-17,Low Priority,-1.5559894858162953,0.7531123258735648
45,0,Travel_Rarely,974,Research & Development,1,4,Medical,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,11005,3,No,14,3,4,2,8,2,3,5,3,0,2,5.0,0.0,0.6,0.4,0.4,1,Medium,0.13999999999999999,Low Priority,-1.5513696890679585,0.39505508911457893
50,0,Travel_Rarely,1126,Research & Development,1,2,Medical,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,No,22,4,3,1,32,1,2,5,4,1,3,5.0,0.2,0.8,0.2,0.6,1,High,0.34,Medium Priority,1.0271689749901807,-1.3543306936701323
33,0,Travel_Frequently,827,Research & Development,1,4,Other,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Yes,13,3,1,1,6,2,3,6,5,1,2,6.0,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.3333333333333333,1,High,0.2833333333333333,Low Priority,-0.4431134771087032,0.11665255465865747
41,0,Travel_Frequently,840,Research & Development,9,3,Medical,1,Male,64,3,5,Research Director,3,Divorced,19419,3735,2,No,17,3,2,1,21,2,4,18,16,0,11,18.0,0.0,0.8888888888888888,0.1111111111111111,0.6111111111111112,2,High,0.3055555555555556,Medium Priority,4.472073142510129,-2.0046935526632312
27,0,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,No,14,3,2,1,4,2,3,2,2,2,2,2.0,1.0,1.0,1.0,1.0,0,High,0.6,High Priority,-0.49211178248250925,2.7049693573588875
45,0,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Yes,15,3,3,1,9,2,3,9,8,0,8,9.0,0.0,0.8888888888888888,0.2222222222222222,0.8888888888888888,3,High,0.3111111111111111,Medium Priority,0.8331942670566288,1.0477344406739515
47,0,Travel_Rarely,955,Sales,4,2,Life Sciences,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,Yes,17,3,3,0,9,0,3,9,0,0,7,9.0,0.0,0.0,0.0,0.7777777777777778,1,Low,0.07777777777777778,Low Priority,-0.7539081319361414,-0.5580375423074458
30,1,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,2132,11539,4,Yes,11,3,2,0,7,2,3,5,2,0,1,5.0,0.0,0.4,0.4,0.2,1,Low,0.059999999999999984,Low Priority,-2.028578692260612,-0.1865366549282781
50,0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Yes,18,3,4,1,22,2,3,12,11,1,5,12.0,0.08333333333333333,0.9166666666666666,0.16666666666666666,0.4166666666666667,3,High,0.31666666666666665,Medium Priority,2.205455271311069,-1.2872860439996026
38,0,Travel_Frequently,1391,Research & Development,10,1,Medical,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,0,No,17,3,2,1,3,0,2,2,1,0,2,2.0,0.0,0.5,0.0,1.0,1,Medium,0.25,Low Priority,-1.6468821078222544,1.1145345539018465
46,0,Travel_Rarely,566,Research & Development,7,2,Medical,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,No,13,3,2,1,13,3,3,8,7,0,7,8.0,0.0,0.875,0.375,0.875,3,High,0.275,Low Priority,1.2868434669090656,-0.04551322623428709
24,0,Travel_Rarely,1206,Research & Development,17,1,Medical,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,24117,1,No,15,3,2,2,5,6,3,4,2,3,2,4.0,0.75,0.5,1.5,0.5,0,High,0.2,Low Priority,-0.5972422993459218,0.47191886737674016
35,1,Travel_Rarely,622,Research & Development,14,4,Other,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Yes,24,4,4,1,5,2,1,4,2,0,2,4.0,0.0,0.5,0.5,0.5,1,Medium,0.09999999999999999,Low Priority,-1.639698506204925,0.26544166403051195
31,0,Travel_Frequently,853,Research & Development,1,1,Life Sciences,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,No,12,3,3,1,4,1,3,4,3,0,3,4.0,0.0,0.75,0.25,0.75,1,High,0.25,Low Priority,-0.7850521520869083,0.5861716312324399
18,0,Non-Travel,287,Research & Development,5,2,Life Sciences,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,No,15,3,4,0,0,2,3,0,0,0,0,0.1,0.0,0.0,20.0,0.0,4,Low,-4.0,Low Priority,-3.801006005763959,-1.652589674590585
54,0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,No,11,3,3,1,22,2,3,10,7,0,8,10.0,0.0,0.7,0.2,0.8,3,Medium,0.25,Low Priority,1.3868379616524844,-0.42160780450847507
35,0,Travel_Rarely,583,Research & Development,25,4,Medical,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Yes,11,3,3,1,16,3,2,16,10,10,1,16.0,0.625,0.625,0.1875,0.0625,2,High,0.40625,Medium Priority,2.2921467947588003,-1.1585440104953555
30,0,Travel_Rarely,153,Research & Development,8,2,Life Sciences,2,Female,73,4,3,Research Director,1,Married,11416,17802,0,Yes,12,3,3,3,9,4,2,8,7,1,7,8.0,0.125,0.875,0.5,0.875,3,High,0.3,Medium Priority,1.5005530190749108,0.014426417756084933
20,1,Travel_Rarely,1097,Research & Development,11,3,Medical,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Yes,15,3,1,0,1,2,3,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-3.026559579289629,-1.0736021000327032
30,1,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,No,17,3,1,0,4,3,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1,Medium,0.19999999999999996,Low Priority,-1.321067896555331,1.1674866291889074
26,0,Travel_Rarely,1066,Research & Development,2,2,Medical,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,No,12,3,2,0,8,2,3,8,7,1,3,8.0,0.125,0.875,0.25,0.375,1,High,0.30000000000000004,Medium Priority,0.06574933287781118,0.19280670569047667
22,0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,No,15,3,1,1,4,3,2,4,3,1,1,4.0,0.25,0.75,0.75,0.25,1,High,0.19999999999999993,Low Priority,-1.485530868071855,0.6126164077526357
48,0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,No,13,3,4,0,19,0,3,2,2,2,2,2.0,1.0,1.0,0.0,1.0,0,High,0.7999999999999999,High Priority,-0.07184088908985004,2.2296159898688175
48,0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,No,14,3,2,0,27,3,3,15,11,4,8,15.0,0.26666666666666666,0.7333333333333333,0.2,0.5333333333333333,3,Medium,0.33999999999999997,Medium Priority,2.6576795981236083,-0.5891651600151473
41,0,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,No,14,3,2,0,8,6,3,2,2,2,1,2.0,1.0,1.0,3.0,0.5,0,High,0.14999999999999986,Low Priority,-0.5335150137430736,1.3276972069754764
39,0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,No,16,3,3,1,21,3,3,21,6,11,8,21.0,0.5238095238095238,0.2857142857142857,0.14285714285714285,0.38095238095238093,2,Medium,0.3047619047619048,Medium Priority,3.469759161316155,-1.9804219617969967
27,0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,No,18,3,2,1,4,2,3,3,2,2,2,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,High,0.4,Medium Priority,-0.6055909297267424,0.936981786160975
35,0,Travel_Rarely,802,Research & Development,10,3,Other,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,No,20,4,1,1,3,4,2,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1,Medium,0.1333333333333333,Low Priority,-1.2325189860043997,1.017609940432794
42,0,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,18303,7770,6,No,13,3,2,0,21,3,4,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-0.8468284579224589,-4.091650108262437
50,0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,0,1.0,0.0,0.0,5.0,0.0,4,Low,-1.0,Low Priority,-3.1417105614209873,-1.1784435393697237
59,0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Yes,13,3,1,0,30,4,3,5,3,4,3,5.0,0.8,0.6,0.8,0.6,0,High,0.39999999999999997,Medium Priority,1.1886481768042798,-0.7896767975711588
37,1,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,No,15,3,1,0,15,2,1,1,0,0,0,1.0,0.0,0.0,2.0,0.0,4,Low,-0.4,Low Priority,-2.5898912945574746,-1.6586213499423441
55,0,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7,8.0,0.75,0.875,0.375,0.875,0,High,0.575,Medium Priority,1.7767746432828653,1.4497196624115165
41,0,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,No,22,4,2,2,21,3,3,21,16,5,10,21.0,0.23809523809523808,0.7619047619047619,0.14285714285714285,0.47619047619047616,2,High,0.3428571428571428,Medium Priority,5.131662923237165,-2.294848487168778
38,0,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0,1.0,0.0,0.0,1.0,0.0,4,Low,-0.2,Low Priority,-2.4174007726598106,-1.8065895506535499
26,1,Non-Travel,265,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,No,18,3,4,0,7,6,3,2,2,2,2,2.0,1.0,1.0,3.0,1.0,0,High,0.19999999999999987,Low Priority,-0.12369574492810721,2.0384416603866318
52,1,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,19845,25846,1,No,15,3,4,1,33,3,3,32,14,6,9,32.0,0.1875,0.4375,0.09375,0.28125,2,Low,0.215625,Low Priority,5.3064310602754405,-3.4260202250452485
44,0,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11,12.0,0.9166666666666666,0.9166666666666666,0.16666666666666666,0.9166666666666666,2,High,0.7,High Priority,4.718769296442883,0.35802688395651955
50,0,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,No,12,3,1,1,19,3,3,18,7,0,13,18.0,0.0,0.3888888888888889,0.16666666666666666,0.7222222222222222,3,Low,0.15555555555555556,Low Priority,1.6885441502305714,-0.3296622805530095
36,1,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,No,16,3,3,0,18,1,3,17,13,15,14,17.0,0.8823529411764706,0.7647058823529411,0.058823529411764705,0.8235294117647058,3,High,0.6529411764705882,High Priority,4.339602609177766,2.062722551643266
39,0,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8,21.0,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.38095238095238093,2,Low,0.14285714285714285,Low Priority,1.8139439844116014,-1.841680339793363
33,0,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,No,19,3,4,0,3,2,2,2,2,2,2,2.0,1.0,1.0,1.0,1.0,0,High,0.6,High Priority,-0.5233930082269398,2.7476354537530736
45,0,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,17650,5404,3,No,13,3,2,1,26,4,4,9,3,1,1,9.0,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.1111111111111111,1,Low,0.06666666666666665,Low Priority,0.34623003355727067,-2.974025175491655
32,0,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,No,12,3,2,0,10,2,3,8,7,7,7,8.0,0.875,0.875,0.25,0.875,0,High,0.65,High Priority,1.5118989616085645,2.1736764270347666
34,0,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,No,11,3,4,1,16,2,2,15,1,0,9,15.0,0.0,0.06666666666666667,0.13333333333333333,0.6,1,Low,0.05333333333333333,Low Priority,0.2996178264059899,-1.344233991090461
59,0,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4,6.0,0.0,0.6666666666666666,0.16666666666666666,0.6666666666666666,1,Medium,0.23333333333333334,Low Priority,0.2922500485600262,-0.7605330035831783
45,0,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,No,16,3,1,0,6,3,3,6,3,0,4,6.0,0.0,0.5,0.5,0.6666666666666666,1,Medium,0.11666666666666665,Low Priority,-1.165140542424184,0.6310705347285116
53,0,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12,15.0,0.4,0.4666666666666667,0.13333333333333333,0.8,3,Medium,0.3533333333333334,Medium Priority,2.723139418116379,-0.1505125454365874
36,1,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,No,14,3,2,1,9,3,2,1,0,0,0,1.0,0.0,0.0,3.0,0.0,4,Low,-0.6000000000000001,Low Priority,-2.6195820204661695,-1.7054252438579016
26,1,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2,3.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,Medium,0.26666666666666666,Low Priority,-1.3352488610400786,1.2159289949609757
34,0,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0,1.0,0.0,1.0,2.0,0.0,1,High,-0.10000000000000003,Low Priority,-2.337066471262949,0.39709898192172005
28,0,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0,1.0,0.0,0.0,5.0,0.0,4,Low,-1.0,Low Priority,-3.2302851196056435,-1.0576320766586813
38,0,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2,2.0,1.0,1.0,1.0,1.0,0,High,0.6,High Priority,-0.4914448053877452,2.7040596324890753
50,0,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7,8.0,0.875,0.125,0.25,0.875,2,High,0.42500000000000004,Medium Priority,2.555330174922308,-1.9233972408910536
37,0,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,No,15,3,1,0,8,3,2,4,3,0,1,4.0,0.0,0.75,0.75,0.25,1,High,0.09999999999999995,Low Priority,-1.3310104177094975,-0.15592096577362868
40,0,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,No,14,3,2,1,8,3,2,7,7,7,5,7.0,1.0,1.0,0.42857142857142855,0.7142857142857143,0,High,0.6857142857142856,High Priority,1.8388193168063223,1.445501236699519
26,0,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,2,5,5,3,5,3,1,3,5.0,0.2,0.6,1.0,0.6,1,Medium,0.12,Low Priority,-1.1351739495122872,0.8728712111922273
46,0,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2,2.0,1.0,1.0,0.0,1.0,0,High,0.7999999999999999,High Priority,1.8288388802295914,-0.3310941045656713
